ID,Data,Produto,Categoria,Quantidade,Preço
2351,2023-01-28,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,14.69
2352,2023-01-12,Feijão Carioca 1kg,Mercearia,1,9.98
2353,2023-01-03,Biscoito Recheado,Mercearia,10,4.25
2354,2023-03-06,Leite Integral 1L,Laticínios e Frios,2,6.46
2355,2023-11-17,Água Sanitária 1L,Limpeza,3,5.76
2356,2023-01-31,Iogurte Natural Copo,Laticínios e Frios,8,5.49
2357,2023-10-01,Iogurte Natural Copo,Laticínios e Frios,4,3.35
2358,2023-02-05,Sabão em Pó 1kg,Limpeza,1,22.67
2359,2023-07-20,Detergente Líquido 500ml,Limpeza,9,2.78
2360,2023-04-03,Arroz Branco 5kg,Mercearia,10,30.85
2361,2023-02-19,Banana Prata Kg,Hortifrúti,9,8.0
2362,2023-01-17,Feijão Carioca 1kg,Mercearia,9,9.77
2363,2023-09-04,Tomate Kg,Hortifrúti,2,6.62
2364,2023-05-17,Arroz Branco 5kg,Mercearia,9,29.57
2365,2023-09-10,Tomate Kg,Hortifrúti,10,11.7
2366,2023-06-02,Água Mineral 1.5L,Bebidas,6,2.45
2367,2023-12-06,Biscoito Recheado,Mercearia,8,4.4
2368,2023-12-27,Sabão em Pó 1kg,Limpeza,2,22.57
2369,2023-02-28,Detergente Líquido 500ml,Limpeza,9,2.26
2370,2023-07-19,Biscoito Recheado,Mercearia,3,4.61
2371,2023-04-03,Suco de Laranja 1L,Bebidas,2,11.14
2372,2023-09-19,Feijão Carioca 1kg,Mercearia,1,11.45
2373,2023-11-02,Arroz Branco 5kg,Mercearia,9,25.89
2374,2023-06-15,Água Mineral 1.5L,Bebidas,1,3.53
2375,2023-06-14,Detergente Líquido 500ml,Limpeza,6,4.37
2376,2023-03-04,Leite Integral 1L,Laticínios e Frios,7,7.09
2377,2023-07-19,Cebola Kg,Hortifrúti,9,9.55
2378,2023-03-28,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,13.88
2379,2023-07-03,Detergente Líquido 500ml,Limpeza,7,4.18
2380,2023-04-23,Arroz Branco 5kg,Mercearia,8,30.61
2381,2023-04-09,Cebola Kg,Hortifrúti,5,8.77
2382,2023-08-27,Água Sanitária 1L,Limpeza,8,4.14
2383,2023-05-30,Suco de Laranja 1L,Bebidas,3,8.16
2384,2023-09-17,Cebola Kg,Hortifrúti,8,7.27
2385,2023-11-23,Leite Integral 1L,Laticínios e Frios,2,5.26
2386,2023-11-01,Sabão em Pó 1kg,Limpeza,10,18.42
2387,2023-04-29,Detergente Líquido 500ml,Limpeza,4,4.21
2388,2023-12-01,Banana Prata Kg,Hortifrúti,3,6.11
2389,2023-04-05,Leite Integral 1L,Laticínios e Frios,5,5.04
2390,2023-03-01,Leite Integral 1L,Laticínios e Frios,2,7.63
2391,2023-04-29,Biscoito Recheado,Mercearia,1,3.57
2392,2023-01-29,Arroz Branco 5kg,Mercearia,7,33.78
2393,2023-10-19,Arroz Branco 5kg,Mercearia,6,30.23
2394,2023-10-05,Leite Integral 1L,Laticínios e Frios,9,7.3
2395,2023-08-04,Banana Prata Kg,Hortifrúti,5,8.87
2396,2023-06-27,Leite Integral 1L,Laticínios e Frios,6,6.03
2397,2023-04-13,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,14.86
2398,2023-07-30,Iogurte Natural Copo,Laticínios e Frios,1,4.93
2399,2023-06-08,Água Mineral 1.5L,Bebidas,1,3.73
2400,2023-11-01,Água Mineral 1.5L,Bebidas,10,2.02
2401,2023-11-16,Suco de Laranja 1L,Bebidas,4,12.46
2402,2023-10-04,Refrigerante 2L,Bebidas,8,9.75
2403,2023-07-28,Leite Integral 1L,Laticínios e Frios,10,5.3
2404,2023-08-29,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,13.42
2405,2023-05-01,Água Mineral 1.5L,Bebidas,10,3.23
2406,2023-03-28,Leite Integral 1L,Laticínios e Frios,9,6.94
2407,2023-09-17,Arroz Branco 5kg,Mercearia,9,28.6
2408,2023-11-18,Água Sanitária 1L,Limpeza,2,6.06
2409,2023-09-10,Biscoito Recheado,Mercearia,7,3.88
2410,2023-07-02,Biscoito Recheado,Mercearia,1,3.76
2411,2023-08-18,Banana Prata Kg,Hortifrúti,5,7.17
2412,2023-01-29,Biscoito Recheado,Mercearia,4,4.22
2413,2023-05-23,Iogurte Natural Copo,Laticínios e Frios,9,5.68
2414,2023-11-03,Suco de Laranja 1L,Bebidas,1,9.76
2415,2023-11-17,Detergente Líquido 500ml,Limpeza,5,3.56
2416,2023-11-22,Refrigerante 2L,Bebidas,7,9.77
2417,2023-05-06,Refrigerante 2L,Bebidas,4,8.75
2418,2023-12-21,Refrigerante 2L,Bebidas,1,8.03
2419,2023-03-02,Sabão em Pó 1kg,Limpeza,4,21.96
2420,2023-11-18,Leite Integral 1L,Laticínios e Frios,10,7.58
2421,2023-10-23,Banana Prata Kg,Hortifrúti,6,6.71
2422,2023-11-24,Detergente Líquido 500ml,Limpeza,6,4.08
2423,2023-09-06,Água Sanitária 1L,Limpeza,9,6.05
2424,2023-01-09,Arroz Branco 5kg,Mercearia,3,34.97
2425,2023-06-25,Cebola Kg,Hortifrúti,6,8.27
2426,2023-12-27,Iogurte Natural Copo,Laticínios e Frios,8,5.89
2427,2023-07-11,Água Sanitária 1L,Limpeza,9,4.77
2428,2023-12-12,Arroz Branco 5kg,Mercearia,1,25.02
2429,2023-03-07,Feijão Carioca 1kg,Mercearia,5,11.28
2430,2023-04-02,Detergente Líquido 500ml,Limpeza,2,4.25
2431,2023-05-26,Leite Integral 1L,Laticínios e Frios,3,5.32
2432,2023-11-08,Arroz Branco 5kg,Mercearia,10,26.93
2433,2023-03-05,Água Sanitária 1L,Limpeza,8,5.59
2434,2023-09-11,Iogurte Natural Copo,Laticínios e Frios,3,3.54
2435,2023-01-25,Leite Integral 1L,Laticínios e Frios,5,6.06
2436,2023-07-27,Água Sanitária 1L,Limpeza,2,4.64
2437,2023-05-15,Refrigerante 2L,Bebidas,7,8.43
2438,2023-04-29,Arroz Branco 5kg,Mercearia,10,28.82
2439,2023-02-02,Água Sanitária 1L,Limpeza,8,4.23
2440,2023-09-18,Suco de Laranja 1L,Bebidas,6,8.49
2441,2023-06-09,Sabão em Pó 1kg,Limpeza,4,16.8
2442,2023-10-12,Água Sanitária 1L,Limpeza,4,5.49
2443,2023-10-23,Água Sanitária 1L,Limpeza,9,4.43
2444,2023-04-06,Tomate Kg,Hortifrúti,5,10.57
2445,2023-06-11,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,16.44
2446,2023-01-27,Suco de Laranja 1L,Bebidas,7,11.25
2447,2023-05-03,Biscoito Recheado,Mercearia,1,4.92
2448,2023-12-25,Feijão Carioca 1kg,Mercearia,10,10.33
2449,2023-03-30,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,15.18
2450,2023-04-03,Banana Prata Kg,Hortifrúti,6,5.65
2451,2023-07-25,Água Sanitária 1L,Limpeza,5,6.93
2452,2023-05-07,Banana Prata Kg,Hortifrúti,9,7.64
2453,2023-03-11,Feijão Carioca 1kg,Mercearia,1,10.64
2454,2023-08-27,Refrigerante 2L,Bebidas,2,9.48
2455,2023-03-25,Iogurte Natural Copo,Laticínios e Frios,8,5.72
2456,2023-11-07,Iogurte Natural Copo,Laticínios e Frios,7,5.36
2457,2023-01-11,Leite Integral 1L,Laticínios e Frios,6,6.53
2458,2023-11-04,Feijão Carioca 1kg,Mercearia,8,9.02
2459,2023-11-17,Arroz Branco 5kg,Mercearia,10,25.51
2460,2023-06-18,Leite Integral 1L,Laticínios e Frios,7,5.77
2461,2023-12-04,Cebola Kg,Hortifrúti,6,8.95
2462,2023-02-06,Suco de Laranja 1L,Bebidas,10,8.39
2463,2023-12-02,Suco de Laranja 1L,Bebidas,4,12.84
2464,2023-02-17,Banana Prata Kg,Hortifrúti,9,7.0
2465,2023-07-14,Água Sanitária 1L,Limpeza,4,6.46
2466,2023-04-23,Tomate Kg,Hortifrúti,5,9.47
2467,2023-12-26,Refrigerante 2L,Bebidas,1,10.87
2468,2023-08-20,Biscoito Recheado,Mercearia,5,4.99
2469,2023-07-24,Arroz Branco 5kg,Mercearia,3,25.79
2470,2023-03-13,Banana Prata Kg,Hortifrúti,3,6.62
2471,2023-01-21,Detergente Líquido 500ml,Limpeza,5,3.88
2472,2023-06-22,Sabão em Pó 1kg,Limpeza,2,23.59
2473,2023-02-02,Sabão em Pó 1kg,Limpeza,6,18.38
2474,2023-09-07,Água Mineral 1.5L,Bebidas,9,3.36
2475,2023-06-04,Biscoito Recheado,Mercearia,3,3.01
2476,2023-01-23,Arroz Branco 5kg,Mercearia,8,33.68
2477,2023-06-05,Iogurte Natural Copo,Laticínios e Frios,6,4.46
2478,2023-12-20,Cebola Kg,Hortifrúti,8,9.18
2479,2023-05-25,Feijão Carioca 1kg,Mercearia,1,11.56
2480,2023-06-08,Feijão Carioca 1kg,Mercearia,1,10.58
2481,2023-06-25,Refrigerante 2L,Bebidas,2,8.93
2482,2023-10-30,Detergente Líquido 500ml,Limpeza,4,3.19
2483,2023-01-12,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,15.29
2484,2023-01-07,Arroz Branco 5kg,Mercearia,5,27.35
2485,2023-07-10,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,16.63
2486,2023-03-08,Feijão Carioca 1kg,Mercearia,8,11.03
2487,2023-03-27,Água Sanitária 1L,Limpeza,7,6.4
2488,2023-03-11,Sabão em Pó 1kg,Limpeza,1,19.83
2489,2023-07-09,Água Sanitária 1L,Limpeza,4,6.39
2490,2023-12-10,Água Sanitária 1L,Limpeza,10,5.74
2491,2023-09-18,Detergente Líquido 500ml,Limpeza,10,4.43
2492,2023-06-18,Suco de Laranja 1L,Bebidas,1,10.63
2493,2023-01-22,Banana Prata Kg,Hortifrúti,9,6.28
2494,2023-11-07,Suco de Laranja 1L,Bebidas,6,12.13
2495,2023-01-25,Suco de Laranja 1L,Bebidas,1,9.32
2496,2023-03-24,Detergente Líquido 500ml,Limpeza,6,3.32
2497,2023-12-25,Refrigerante 2L,Bebidas,4,10.71
2498,2023-07-19,Biscoito Recheado,Mercearia,5,4.77
2499,2023-09-21,Feijão Carioca 1kg,Mercearia,10,11.05
2500,2023-09-06,Banana Prata Kg,Hortifrúti,4,8.63
2501,2023-06-10,Suco de Laranja 1L,Bebidas,6,10.09
2502,2023-01-17,Feijão Carioca 1kg,Mercearia,10,10.67
2503,2023-12-10,Biscoito Recheado,Mercearia,10,4.89
2504,2023-06-06,Biscoito Recheado,Mercearia,5,4.13
2505,2023-09-01,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,17.45
2506,2023-08-26,Arroz Branco 5kg,Mercearia,3,31.89
2507,2023-01-14,Água Mineral 1.5L,Bebidas,6,3.73
2508,2023-04-30,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,15.34
2509,2023-12-17,Detergente Líquido 500ml,Limpeza,5,3.18
2510,2023-12-31,Sabão em Pó 1kg,Limpeza,7,17.36
2511,2023-11-04,Biscoito Recheado,Mercearia,7,3.25
2512,2023-07-30,Sabão em Pó 1kg,Limpeza,10,22.99
2513,2023-10-06,Tomate Kg,Hortifrúti,9,9.84
2514,2023-02-02,Detergente Líquido 500ml,Limpeza,3,2.54
2515,2023-07-14,Água Sanitária 1L,Limpeza,2,4.75
2516,2023-06-05,Água Sanitária 1L,Limpeza,2,5.56
2517,2023-02-08,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,12.56
2518,2023-02-24,Cebola Kg,Hortifrúti,4,7.74
2519,2023-06-02,Arroz Branco 5kg,Mercearia,4,25.2
2520,2023-06-03,Arroz Branco 5kg,Mercearia,8,28.31
2521,2023-10-05,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,12.66
2522,2023-02-03,Biscoito Recheado,Mercearia,7,4.64
2523,2023-03-13,Detergente Líquido 500ml,Limpeza,3,2.77
2524,2023-08-04,Suco de Laranja 1L,Bebidas,10,12.6
2525,2023-12-04,Iogurte Natural Copo,Laticínios e Frios,4,4.12
2526,2023-06-19,Detergente Líquido 500ml,Limpeza,8,3.55
2527,2023-03-02,Feijão Carioca 1kg,Mercearia,9,9.81
2528,2023-02-17,Sabão em Pó 1kg,Limpeza,4,21.16
2529,2023-01-09,Refrigerante 2L,Bebidas,7,10.28
2530,2023-07-18,Leite Integral 1L,Laticínios e Frios,7,5.75
2531,2023-09-13,Detergente Líquido 500ml,Limpeza,8,2.1
2532,2023-03-25,Água Sanitária 1L,Limpeza,1,4.63
2533,2023-04-15,Detergente Líquido 500ml,Limpeza,5,3.87
2534,2023-08-08,Feijão Carioca 1kg,Mercearia,6,11.49
2535,2023-11-13,Tomate Kg,Hortifrúti,7,7.85
2536,2023-09-12,Banana Prata Kg,Hortifrúti,6,6.49
2537,2023-07-19,Suco de Laranja 1L,Bebidas,5,12.46
2538,2023-07-12,Detergente Líquido 500ml,Limpeza,4,2.56
2539,2023-10-05,Sabão em Pó 1kg,Limpeza,3,23.32
2540,2023-11-07,Refrigerante 2L,Bebidas,4,9.72
2541,2023-01-19,Suco de Laranja 1L,Bebidas,5,8.53
2542,2023-08-30,Sabão em Pó 1kg,Limpeza,1,16.39
2543,2023-01-14,Sabão em Pó 1kg,Limpeza,5,19.49
2544,2023-10-16,Banana Prata Kg,Hortifrúti,6,6.03
2545,2023-04-19,Refrigerante 2L,Bebidas,3,7.45
2546,2023-08-18,Arroz Branco 5kg,Mercearia,4,27.7
2547,2023-11-10,Sabão em Pó 1kg,Limpeza,4,24.56
2548,2023-10-23,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,16.9
2549,2023-10-09,Arroz Branco 5kg,Mercearia,3,32.35
2550,2023-05-14,Refrigerante 2L,Bebidas,3,10.46
2551,2023-11-10,Leite Integral 1L,Laticínios e Frios,10,6.67
2552,2023-03-17,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,14.57
2553,2023-12-10,Tomate Kg,Hortifrúti,10,6.06
2554,2023-03-15,Água Sanitária 1L,Limpeza,9,5.68
2555,2023-05-26,Feijão Carioca 1kg,Mercearia,2,11.95
2556,2023-01-21,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,12.17
2557,2023-03-06,Leite Integral 1L,Laticínios e Frios,1,6.86
2558,2023-09-02,Leite Integral 1L,Laticínios e Frios,6,6.06
2559,2023-07-29,Leite Integral 1L,Laticínios e Frios,4,5.36
2560,2023-07-31,Iogurte Natural Copo,Laticínios e Frios,8,3.73
2561,2023-10-09,Cebola Kg,Hortifrúti,8,5.14
2562,2023-01-19,Água Mineral 1.5L,Bebidas,9,2.9
2563,2023-10-17,Cebola Kg,Hortifrúti,5,6.2
2564,2023-11-12,Refrigerante 2L,Bebidas,3,7.86
2565,2023-11-09,Tomate Kg,Hortifrúti,9,7.44
2566,2023-05-30,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,14.78
2567,2023-11-19,Detergente Líquido 500ml,Limpeza,1,2.09
2568,2023-12-23,Suco de Laranja 1L,Bebidas,5,10.66
2569,2023-07-30,Suco de Laranja 1L,Bebidas,6,12.02
2570,2023-10-22,Biscoito Recheado,Mercearia,4,4.36
2571,2023-08-02,Água Mineral 1.5L,Bebidas,2,2.62
2572,2023-11-27,Iogurte Natural Copo,Laticínios e Frios,5,3.1
2573,2023-06-16,Sabão em Pó 1kg,Limpeza,9,23.42
2574,2023-01-12,Tomate Kg,Hortifrúti,3,8.83
2575,2023-08-16,Iogurte Natural Copo,Laticínios e Frios,1,5.63
2576,2023-01-18,Detergente Líquido 500ml,Limpeza,10,3.68
2577,2023-03-25,Refrigerante 2L,Bebidas,4,8.53
2578,2023-06-17,Iogurte Natural Copo,Laticínios e Frios,1,4.21
2579,2023-06-17,Refrigerante 2L,Bebidas,7,8.43
2580,2023-05-04,Suco de Laranja 1L,Bebidas,4,12.93
2581,2023-12-05,Tomate Kg,Hortifrúti,9,7.22
2582,2023-09-26,Banana Prata Kg,Hortifrúti,5,8.68
2583,2023-03-29,Água Mineral 1.5L,Bebidas,9,3.57
2584,2023-05-06,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,14.42
2585,2023-02-15,Suco de Laranja 1L,Bebidas,9,9.73
2586,2023-01-03,Biscoito Recheado,Mercearia,9,4.08
2587,2023-05-01,Feijão Carioca 1kg,Mercearia,3,10.14
2588,2023-07-27,Cebola Kg,Hortifrúti,2,8.15
2589,2023-01-31,Leite Integral 1L,Laticínios e Frios,9,5.42
2590,2023-05-22,Arroz Branco 5kg,Mercearia,8,34.59
2591,2023-12-14,Banana Prata Kg,Hortifrúti,8,8.45
2592,2023-10-23,Água Sanitária 1L,Limpeza,6,4.04
2593,2023-04-03,Biscoito Recheado,Mercearia,1,4.32
2594,2023-09-18,Banana Prata Kg,Hortifrúti,8,5.56
2595,2023-12-09,Detergente Líquido 500ml,Limpeza,9,3.14
2596,2023-06-14,Cebola Kg,Hortifrúti,10,7.12
2597,2023-09-09,Detergente Líquido 500ml,Limpeza,10,3.0
2598,2023-04-16,Banana Prata Kg,Hortifrúti,8,6.03
2599,2023-12-25,Suco de Laranja 1L,Bebidas,4,10.96
2600,2023-12-15,Água Mineral 1.5L,Bebidas,3,3.4
2601,2023-12-23,Iogurte Natural Copo,Laticínios e Frios,3,3.44
2602,2023-02-27,Iogurte Natural Copo,Laticínios e Frios,6,4.56
2603,2023-03-14,Leite Integral 1L,Laticínios e Frios,8,7.45
2604,2023-11-19,Água Sanitária 1L,Limpeza,6,4.04
2605,2023-04-04,Cebola Kg,Hortifrúti,7,6.98
2606,2023-03-11,Tomate Kg,Hortifrúti,10,9.96
2607,2023-11-09,Leite Integral 1L,Laticínios e Frios,8,5.0
2608,2023-05-21,Tomate Kg,Hortifrúti,8,10.35
2609,2023-01-16,Leite Integral 1L,Laticínios e Frios,10,6.92
2610,2023-09-16,Água Sanitária 1L,Limpeza,3,6.72
2611,2023-08-21,Feijão Carioca 1kg,Mercearia,7,10.95
2612,2023-12-02,Cebola Kg,Hortifrúti,6,9.18
2613,2023-03-22,Água Sanitária 1L,Limpeza,1,6.6
2614,2023-11-22,Água Mineral 1.5L,Bebidas,5,3.51
2615,2023-05-02,Água Mineral 1.5L,Bebidas,8,3.25
2616,2023-02-14,Iogurte Natural Copo,Laticínios e Frios,1,3.98
2617,2023-02-21,Feijão Carioca 1kg,Mercearia,7,10.98
2618,2023-09-04,Tomate Kg,Hortifrúti,9,8.09
2619,2023-11-27,Leite Integral 1L,Laticínios e Frios,3,6.8
2620,2023-07-18,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,14.67
2621,2023-03-05,Suco de Laranja 1L,Bebidas,1,9.08
2622,2023-06-09,Leite Integral 1L,Laticínios e Frios,2,6.49
2623,2023-01-05,Leite Integral 1L,Laticínios e Frios,1,5.17
2624,2023-03-02,Cebola Kg,Hortifrúti,7,8.92
2625,2023-02-19,Sabão em Pó 1kg,Limpeza,6,17.8
2626,2023-05-07,Biscoito Recheado,Mercearia,2,3.49
2627,2023-04-08,Leite Integral 1L,Laticínios e Frios,1,5.69
2628,2023-06-07,Leite Integral 1L,Laticínios e Frios,10,6.64
2629,2023-09-15,Arroz Branco 5kg,Mercearia,2,33.96
2630,2023-07-23,Biscoito Recheado,Mercearia,8,3.39
2631,2023-05-16,Iogurte Natural Copo,Laticínios e Frios,8,3.45
2632,2023-11-08,Leite Integral 1L,Laticínios e Frios,9,6.18
2633,2023-07-15,Iogurte Natural Copo,Laticínios e Frios,3,5.75
2634,2023-06-29,Água Sanitária 1L,Limpeza,4,6.83
2635,2023-11-16,Água Sanitária 1L,Limpeza,2,6.41
2636,2023-09-03,Arroz Branco 5kg,Mercearia,9,27.84
2637,2023-07-15,Tomate Kg,Hortifrúti,5,7.87
2638,2023-03-26,Detergente Líquido 500ml,Limpeza,8,3.02
2639,2023-12-19,Leite Integral 1L,Laticínios e Frios,4,6.28
2640,2023-11-14,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,15.6
2641,2023-05-30,Refrigerante 2L,Bebidas,10,9.24
2642,2023-03-25,Feijão Carioca 1kg,Mercearia,4,8.03
2643,2023-04-25,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,16.94
2644,2023-04-06,Água Mineral 1.5L,Bebidas,8,3.76
2645,2023-05-26,Tomate Kg,Hortifrúti,4,8.77
2646,2023-12-26,Iogurte Natural Copo,Laticínios e Frios,4,4.13
2647,2023-08-05,Banana Prata Kg,Hortifrúti,6,7.56
2648,2023-11-25,Cebola Kg,Hortifrúti,7,6.32
2649,2023-12-21,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,16.13
2650,2023-02-15,Iogurte Natural Copo,Laticínios e Frios,5,4.24
2651,2023-04-24,Suco de Laranja 1L,Bebidas,10,9.56
2652,2023-07-17,Água Sanitária 1L,Limpeza,9,4.74
2653,2023-05-21,Iogurte Natural Copo,Laticínios e Frios,10,4.73
2654,2023-08-31,Leite Integral 1L,Laticínios e Frios,7,7.74
2655,2023-12-07,Arroz Branco 5kg,Mercearia,5,33.7
2656,2023-02-24,Leite Integral 1L,Laticínios e Frios,2,7.95
2657,2023-10-11,Água Sanitária 1L,Limpeza,7,4.65
2658,2023-04-04,Arroz Branco 5kg,Mercearia,9,26.41
2659,2023-06-18,Refrigerante 2L,Bebidas,4,8.19
2660,2023-11-24,Biscoito Recheado,Mercearia,6,4.5
2661,2023-09-22,Sabão em Pó 1kg,Limpeza,6,24.59
2662,2023-09-01,Leite Integral 1L,Laticínios e Frios,8,7.92
2663,2023-08-25,Leite Integral 1L,Laticínios e Frios,8,5.61
2664,2023-04-23,Iogurte Natural Copo,Laticínios e Frios,6,5.04
2665,2023-06-18,Feijão Carioca 1kg,Mercearia,3,11.87
2666,2023-01-09,Refrigerante 2L,Bebidas,5,8.41
2667,2023-01-27,Detergente Líquido 500ml,Limpeza,2,2.32
2668,2023-12-17,Suco de Laranja 1L,Bebidas,4,8.49
2669,2023-07-15,Banana Prata Kg,Hortifrúti,4,7.52
2670,2023-11-19,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,17.46
2671,2023-09-22,Sabão em Pó 1kg,Limpeza,5,24.64
2672,2023-04-22,Cebola Kg,Hortifrúti,2,7.1
2673,2023-09-09,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,14.79
2674,2023-01-17,Arroz Branco 5kg,Mercearia,8,31.91
2675,2023-03-25,Água Mineral 1.5L,Bebidas,9,2.21
2676,2023-07-14,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,13.02
2677,2023-05-12,Arroz Branco 5kg,Mercearia,2,31.81
2678,2023-09-10,Água Mineral 1.5L,Bebidas,10,2.48
2679,2023-07-18,Sabão em Pó 1kg,Limpeza,7,21.66
2680,2023-01-12,Detergente Líquido 500ml,Limpeza,4,2.36
2681,2023-10-27,Arroz Branco 5kg,Mercearia,9,34.12
2682,2023-01-24,Biscoito Recheado,Mercearia,3,4.55
2683,2023-02-16,Biscoito Recheado,Mercearia,8,3.88
2684,2023-10-31,Refrigerante 2L,Bebidas,5,9.85
2685,2023-01-18,Água Mineral 1.5L,Bebidas,2,3.56
2686,2023-10-29,Água Sanitária 1L,Limpeza,1,5.07
2687,2023-03-01,Sabão em Pó 1kg,Limpeza,1,20.04
2688,2023-06-15,Detergente Líquido 500ml,Limpeza,9,3.27
2689,2023-02-23,Refrigerante 2L,Bebidas,3,7.31
2690,2023-12-15,Biscoito Recheado,Mercearia,5,3.72
2691,2023-09-07,Sabão em Pó 1kg,Limpeza,7,24.47
2692,2023-09-04,Suco de Laranja 1L,Bebidas,7,9.25
2693,2023-02-17,Água Mineral 1.5L,Bebidas,3,3.67
2694,2023-05-20,Biscoito Recheado,Mercearia,9,4.26
2695,2023-11-18,Água Mineral 1.5L,Bebidas,10,3.31
2696,2023-09-14,Detergente Líquido 500ml,Limpeza,4,2.74
2697,2023-03-15,Iogurte Natural Copo,Laticínios e Frios,3,4.47
2698,2023-10-24,Arroz Branco 5kg,Mercearia,1,33.95
2699,2023-07-02,Refrigerante 2L,Bebidas,9,7.22
2700,2023-05-12,Leite Integral 1L,Laticínios e Frios,5,7.05
2701,2023-12-06,Feijão Carioca 1kg,Mercearia,1,11.32
2702,2023-06-21,Refrigerante 2L,Bebidas,5,9.54
2703,2023-02-12,Suco de Laranja 1L,Bebidas,5,12.02
2704,2023-04-13,Refrigerante 2L,Bebidas,7,10.07
2705,2023-12-10,Sabão em Pó 1kg,Limpeza,10,15.22
2706,2023-05-23,Banana Prata Kg,Hortifrúti,7,6.45
2707,2023-09-21,Tomate Kg,Hortifrúti,6,7.8
2708,2023-10-31,Banana Prata Kg,Hortifrúti,7,5.04
2709,2023-07-27,Sabão em Pó 1kg,Limpeza,3,17.69
2710,2023-06-16,Suco de Laranja 1L,Bebidas,6,10.48
2711,2023-04-05,Refrigerante 2L,Bebidas,10,8.07
2712,2023-09-26,Água Mineral 1.5L,Bebidas,6,2.58
2713,2023-08-19,Iogurte Natural Copo,Laticínios e Frios,1,3.1
2714,2023-04-07,Leite Integral 1L,Laticínios e Frios,2,5.35
2715,2023-11-26,Detergente Líquido 500ml,Limpeza,8,2.61
2716,2023-03-18,Feijão Carioca 1kg,Mercearia,1,10.28
2717,2023-01-16,Leite Integral 1L,Laticínios e Frios,4,6.36
2718,2023-08-09,Feijão Carioca 1kg,Mercearia,5,10.36
2719,2023-10-18,Refrigerante 2L,Bebidas,10,9.11
2720,2023-03-04,Suco de Laranja 1L,Bebidas,3,12.19
2721,2023-04-10,Arroz Branco 5kg,Mercearia,4,25.93
2722,2023-11-30,Tomate Kg,Hortifrúti,3,7.42
2723,2023-10-11,Arroz Branco 5kg,Mercearia,9,30.79
2724,2023-01-18,Suco de Laranja 1L,Bebidas,3,10.82
2725,2023-03-25,Banana Prata Kg,Hortifrúti,9,8.24
2726,2023-03-01,Iogurte Natural Copo,Laticínios e Frios,7,3.36
2727,2023-10-26,Água Mineral 1.5L,Bebidas,8,3.5
2728,2023-07-23,Banana Prata Kg,Hortifrúti,4,7.57
2729,2023-05-01,Suco de Laranja 1L,Bebidas,2,10.67
2730,2023-12-11,Feijão Carioca 1kg,Mercearia,3,10.57
2731,2023-03-14,Banana Prata Kg,Hortifrúti,4,6.82
2732,2023-01-30,Água Sanitária 1L,Limpeza,8,4.9
2733,2023-09-26,Refrigerante 2L,Bebidas,4,9.94
2734,2023-08-15,Banana Prata Kg,Hortifrúti,10,6.89
2735,2023-10-30,Biscoito Recheado,Mercearia,10,3.86
2736,2023-03-01,Arroz Branco 5kg,Mercearia,4,34.61
2737,2023-01-02,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,15.15
2738,2023-12-02,Detergente Líquido 500ml,Limpeza,2,3.18
2739,2023-04-14,Cebola Kg,Hortifrúti,9,7.39
2740,2023-02-01,Água Sanitária 1L,Limpeza,10,4.74
2741,2023-06-10,Feijão Carioca 1kg,Mercearia,3,10.89
2742,2023-05-25,Detergente Líquido 500ml,Limpeza,1,2.77
2743,2023-03-11,Água Mineral 1.5L,Bebidas,8,2.0
2744,2023-01-19,Suco de Laranja 1L,Bebidas,10,11.14
2745,2023-12-13,Banana Prata Kg,Hortifrúti,3,5.39
2746,2023-07-17,Feijão Carioca 1kg,Mercearia,4,10.76
2747,2023-03-07,Água Mineral 1.5L,Bebidas,8,3.0
2748,2023-06-23,Biscoito Recheado,Mercearia,8,4.48
2749,2023-11-18,Banana Prata Kg,Hortifrúti,5,8.72
2750,2023-04-08,Sabão em Pó 1kg,Limpeza,7,24.22
2751,2023-05-10,Água Mineral 1.5L,Bebidas,4,3.57
2752,2023-02-18,Água Sanitária 1L,Limpeza,2,6.83
